source_material_id,source_material_id_orig,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quantity_after_extraction,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq
EMOBON_PiEGetxo_Ha_10,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.2,DBQ_AAHO,EMOBON00705,Quick-DNA Fecal/soil,,2122561,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.67,,359.7,,,DBQ_AAHOOSTA_1_HLLHNDRX3.UDI085-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_11,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.2 ,DBQ_AAEF,EMOBON00706,Quick-DNA Fecal/soil,,2403991,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,17.95,,1759.1,,,DBQ_AAEFOSTA_1_HW5CMDRX3.UDI063-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_11,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.2 ,DBQ_AAHP,EMOBON00706,Quick-DNA Fecal/soil,,960083,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,17.95,,1759.1,,,DBQ_AAHPOSTA_1_HLLHNDRX3.UDI073-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_12,EMO BON PiEGetxo Ha 210729-211124 SF 2.2,DBQ_AAEB,EMOBON00707,Quick-DNA Fecal/soil,,2251325,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.585,,155.3,,,DBQ_AAEBOSTA_1_HW5CMDRX3.UDI027-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_12,EMO BON PiEGetxo Ha 210729-211124 SF 2.2,DBQ_AAHL,EMOBON00707,Quick-DNA Fecal/soil,,2023078,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.585,,155.3,,,DBQ_AAHLOSTA_1_HLLHNDRX3.UDI038-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_13,EMO BON PiEGetxo Ha 210729-211124 Blank ,Failed - STOP,EMOBON00708,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.209,,18.8,,,,,,,,
EMOBON_PiEGetxo_Ha_13,EMO BON PiEGetxo Ha 210729-211124 Blank ,Failed - STOP,EMOBON00708,Quick-DNA Fecal/soil,,,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.209,,18.8,,,,,,,,
EMOBON_OOB_So_21,EMOBON_OOB_So_211015_macro_1,DBM_AACC,EMOBON00709,Quick-DNA Fecal/soil,,4667941,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.7,,170,,,DBM_AACCOSTA_2_H5FGYDRX5.UDI376-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_21,EMOBON_OOB_So_211015_macro_1,DBM_AACQ,EMOBON00709,Quick-DNA Fecal/soil,,5858593,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.7,,170,,,DBM_AACQOSTA_1_H3L7NDRX5.UDI350-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_22,EMOBON_OOB_So_211015_macro_2,DBM_AACD,EMOBON00710,Quick-DNA Fecal/soil,,3430504,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.6,,60,,,DBM_AACDOSTA_2_H3KVNDRX5.UDI293-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_22,EMOBON_OOB_So_211015_macro_2,DBM_AACR,EMOBON00710,Quick-DNA Fecal/soil,,6198597,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.6,,60,,,DBM_AACROSTA_1_H3L7NDRX5.UDI362-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_43,EMOBON_OOB_So_220429_macro_1,DBM_AACE,EMOBON00711,Quick-DNA Fecal/soil,,3421178,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.32,,232,,,DBM_AACEOSTA_2_H3KVNDRX5.UDI305-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_43,EMOBON_OOB_So_220429_macro_1,DBM_AACS,EMOBON00711,Quick-DNA Fecal/soil,,5188519,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.32,,232,,,DBM_AACSOSTA_1_H3L7NDRX5.UDI374-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_44,EMOBON_OOB_So_220429_macro_2,DBM_AACF,EMOBON00712,Quick-DNA Fecal/soil,,3521858,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.74,,274,,,DBM_AACFOSTA_2_H3KVNDRX5.UDI317-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_OOB_So_44,EMOBON_OOB_So_220429_macro_2,DBM_AACT,EMOBON00712,Quick-DNA Fecal/soil,,4814843,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.74,,274,,,DBM_AACTOSTA_1_H3L7NDRX5.UDI291-BID01,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_1,ARMS6_Crete_1HERP_20200903_20210626 SF(1),DBQ_AAEG,EMOBON00713,Quick-DNA Fecal/soil,,1881116,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7.43,,728.1,,,DBQ_AAEGOSTA_1_HW5CMDRX3.UDI075-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_1,ARMS6_Crete_1HERP_20200903_20210626 SF(1),DBQ_AAHQ,EMOBON00713,Quick-DNA Fecal/soil,,1829762,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7.43,,728.1,,,DBQ_AAHQOSTA_2_HW5CMDRX3.UDI050-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_2,ARMS6_Crete_1HERP_20200903_20210626 SF(2),,EMOBON00714,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.12,,207.8,,,,,,,,
EMOBON_HCMR-1_Ha_2,ARMS6_Crete_1HERP_20200903_20210626 SF(2),DBQ_AAHR,EMOBON00714,Quick-DNA Fecal/soil,,1742063,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.12,,207.8,,,DBQ_AAHROSTA_1_HLLHNDRX3.UDI014-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_3,ARMS6_Crete_1HERP_20200903_20210626 MF 500um,DBQ_AAEI,EMOBON00715,Quick-DNA Fecal/soil,,2903473,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,5.06,,495.9,,,DBQ_AAEIOSTA_1_HW5CMDRX3.UDI086-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_3,ARMS6_Crete_1HERP_20200903_20210626 MF 500um,DBQ_AAHS,EMOBON00715,Quick-DNA Fecal/soil,,4671717,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,5.06,,495.9,,,DBQ_AAHSOSTA_1_HLLHNDRX3.UDI085-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_4,ARMS6_Crete_1HERP_20200903_20210626 MF 90um,DBQ_AAEJ,EMOBON00716,Quick-DNA Fecal/soil,,3949706,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7,,686,,,DBQ_AAEJOSTA_1_HW5CMDRX3.UDI027-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_4,ARMS6_Crete_1HERP_20200903_20210626 MF 90um,DBQ_AAHT,EMOBON00716,Quick-DNA Fecal/soil,,4231369,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7,,686,,,DBQ_AAHTOSTA_1_HLLHNDRX3.UDI038-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_5,ARMS7_Crete_1HERP_20200903_20211012 SF(1) > 2mm,DBQ_AAIW,EMOBON00717,Quick-DNA Fecal/soil,,3239121,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.367,,36,,,DBQ_AAIWOSTA_1_HW5CMDRX3.UDI003-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_5,ARMS7_Crete_1HERP_20200903_20211012 SF(1) > 2mm,Failed - STOP,EMOBON00717,Quick-DNA Fecal/soil,,,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.367,,36,,,,,,,,
EMOBON_HCMR-1_Ha_6,ARMS7_Crete_1HERP_20200903_20211012 SF(2),,EMOBON00718,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.548,,53.7,,,,,,,,
EMOBON_HCMR-1_Ha_6,ARMS7_Crete_1HERP_20200903_20211012 SF(2),DBQ_AAHV,EMOBON00718,Quick-DNA Fecal/soil,,15651908,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.548,,53.7,,,DBQ_AAHVOSTA_1_HLLHNDRX3.UDI073-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_7,ARMS7_Crete_1HERP_20200903_20211012 MF 500um,,EMOBON00719,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,5.64,,552.7,,,,,,,,
EMOBON_HCMR-1_Ha_7,ARMS7_Crete_1HERP_20200903_20211012 MF 500um,DBQ_AAHW,EMOBON00719,Quick-DNA Fecal/soil,,3180839,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,5.64,,552.7,,,DBQ_AAHWOSTA_1_HLLHNDRX3.UDI002-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_8,ARMS7_Crete_1HERP_20200903_20211012 MF 90um,DBQ_AAEN,EMOBON00720,Quick-DNA Fecal/soil,,4990418,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,20.9,,2048.2,,,DBQ_AAENOSTA_1_HW5CMDRX3.UDI063-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_8,ARMS7_Crete_1HERP_20200903_20211012 MF 90um,DBQ_AAHX,EMOBON00720,Quick-DNA Fecal/soil,,12205071,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,20.9,,2048.2,,,DBQ_AAHXOSTA_2_HW5CMDRX3.UDI062-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_9,ARMS_Crete_2UBPC_20201120_20220901 SF(1),DBQ_AAEO,EMOBON00721,Quick-DNA Fecal/soil,,2772392,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.37,,232.3,,,DBQ_AAEOOSTA_1_HW5CMDRX3.UDI075-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_9,ARMS_Crete_2UBPC_20201120_20220901 SF(1),DBQ_AAHY,EMOBON00721,Quick-DNA Fecal/soil,,4203538,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.37,,232.3,,,DBQ_AAHYOSTA_2_HW5CMDRX3.UDI074-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_10,ARMS_Crete_2UBPC_20201120_20220901 SF(2),DBQ_AAEP,EMOBON00722,Quick-DNA Fecal/soil,,2650537,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,4.6,,450.8,,,DBQ_AAEPOSTA_1_HW5CMDRX3.UDI087-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_10,ARMS_Crete_2UBPC_20201120_20220901 SF(2),DBQ_AAHZ,EMOBON00722,Quick-DNA Fecal/soil,,10134488,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,4.6,,450.8,,,DBQ_AAHZOSTA_1_HLLHNDRX3.UDI026-BID16,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_11,ARMS_Crete_2UBPC_20201120_20220901 MF 500um,DBQ_AAEQ,EMOBON00723,Quick-DNA Fecal/soil,,2199789,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.15,,210.7,,,DBQ_AAEQOSTA_1_HW5CMDRX3.UDI086-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_11,ARMS_Crete_2UBPC_20201120_20220901 MF 500um,DBQ_AAIL,EMOBON00723,Quick-DNA Fecal/soil,,2778788,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.15,,210.7,,,DBQ_AAILOSTA_1_HLLHNDRX3.UDI085-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_12,ARMS_Crete_2UBPC_20201120_20220901 MF 90um,DBQ_AAER,EMOBON00724,Quick-DNA Fecal/soil,,6037490,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.6,,254.8,,,DBQ_AAEROSTA_1_HW5CMDRX3.UDI027-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_HCMR-1_Ha_12,ARMS_Crete_2UBPC_20201120_20220901 MF 90um,DBQ_AAIB,EMOBON00724,Quick-DNA Fecal/soil,,3647057,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.6,,254.8,,,DBQ_AAIBOSTA_1_HLLHNDRX3.UDI014-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_1,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(1),DBQ_AAES,EMOBON00725,Quick-DNA Fecal/soil,,4996062,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.98,,390,,,DBQ_AAESOSTA_1_HW5CMDRX3.UDI015-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_1,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(1),DBQ_AAIC,EMOBON00725,Quick-DNA Fecal/soil,,2279764,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.98,,390,,,DBQ_AAICOSTA_1_HLLHNDRX3.UDI073-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_2,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(2),DBQ_AAET,EMOBON00726,Quick-DNA Fecal/soil,,4301036,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.13,,306.7,,,DBQ_AAETOSTA_1_HW5CMDRX3.UDI039-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_2,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(2),DBQ_AAID,EMOBON00726,Quick-DNA Fecal/soil,,3025017,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.13,,306.7,,,DBQ_AAIDOSTA_1_HLLHNDRX3.UDI002-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_5,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(1),DBQ_AAEU,EMOBON00727,Quick-DNA Fecal/soil,,5081733,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,45.5,,4459,,,DBQ_AAEUOSTA_1_HW5CMDRX3.UDI051-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_5,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(1),DBQ_AAIE,EMOBON00727,Quick-DNA Fecal/soil,,3763074,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,45.5,,4459,,,DBQ_AAIEOSTA_1_HLLHNDRX3.UDI085-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_6,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(2),DBQ_AAEV,EMOBON00728,Quick-DNA Fecal/soil,,6811398,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,45.75,,4483.5,,,DBQ_AAEVOSTA_1_HW5CMDRX3.UDI063-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_6,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(2),DBQ_AAIF,EMOBON00728,Quick-DNA Fecal/soil,,4027764,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,45.75,,4483.5,,,DBQ_AAIFOSTA_2_HW5CMDRX3.UDI050-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_9,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(1),,EMOBON00729,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7.47,,732.1,,,,,,,,
EMOBON_Koster_Ha_9,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(1),DBQ_AAIG,EMOBON00729,Quick-DNA Fecal/soil,,3102591,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,7.47,,732.1,,,DBQ_AAIGOSTA_2_HW5CMDRX3.UDI062-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_10,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),DBQ_AAEX,EMOBON00730,Quick-DNA Fecal/soil,,3082658,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.4,,2783.2,,,DBQ_AAEXOSTA_1_HW5CMDRX3.UDI087-BID17,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_10,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),DBQ_AAIM,EMOBON00730,Quick-DNA Fecal/soil,,8798543,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.4,,2783.2,,,DBQ_AAIMOSTA_1_HLLHNDRX3.UDI073-BID08. DBQ_AAIMOSTA_2_H3KVNDRX5.UDI010-BID08,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_13,EMOBON_Koster_VH1_Ha_210608_220608_(blank),DBQ_AAUQ,EMOBON00731,Quick-DNA Fecal/soil,,1524328,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.295,,26.6,,,DBQ_AAUQOSTA_2_H5FGYDRX5.UDI292-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_13,EMOBON_Koster_VH1_Ha_210608_220608_(blank),DBQ_AASJ,EMOBON00731,Quick-DNA Fecal/soil,,1611977,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.295,,26.6,,,DBQ_AASJOSTA_1_H3L7NDRX5.UDI303-BID02,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_15,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(1),DBQ_AAJL,EMOBON00732,Quick-DNA Fecal/soil,,8461214,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,11.35,,1225.8,,,DBQ_AAJLOSTA_2_H5FGYDRX5.UDI352-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_15,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(1),DBQ_AAMK,EMOBON00732,Quick-DNA Fecal/soil,,4291716,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,11.35,,1225.8,,,DBQ_AAMKOSTA_1_H3KVNDRX5.UDI326-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_16,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(2),DBQ_AAJM,EMOBON00733,Quick-DNA Fecal/soil,,6052995,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,15.75,,1701,,,DBQ_AAJMOSTA_2_H5FGYDRX5.UDI364-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_16,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(2),DBQ_AAML,EMOBON00733,Quick-DNA Fecal/soil,,4985792,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,15.75,,1701,,,DBQ_AAMLOSTA_1_H3L7NDRX5.UDI338-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_19,EMOBON_Koster_VH3_Ha_210608_220609_MF100_(1),DBQ_AAJN,EMOBON00734,Quick-DNA Fecal/soil,,4578197,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,36.6,,3952.8,,,DBQ_AAJNOSTA_2_H5FGYDRX5.UDI376-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_19,EMOBON_Koster_VH3_Ha_210608_220609_MF100_(1),DBQ_AAMM,EMOBON00734,Quick-DNA Fecal/soil,,5121810,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,36.6,,3952.8,,,DBQ_AAMMOSTA_1_H3L7NDRX5.UDI350-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_20,EMOBON_Koster_VH3_Ha_210608_220609_MF100_(2),DBQ_AAJO,EMOBON00735,Quick-DNA Fecal/soil,,5881719,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,27.2,,2937.6,,,DBQ_AAJOOSTA_2_H3KVNDRX5.UDI293-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_20,EMOBON_Koster_VH3_Ha_210608_220609_MF100_(2),DBQ_AAMN,EMOBON00735,Quick-DNA Fecal/soil,,4784836,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,27.2,,2937.6,,,DBQ_AAMNOSTA_1_H3L7NDRX5.UDI362-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_23,EMOBON_Koster_VH3_Ha_210608_220609_MF500_(1),DBQ_AAJP,EMOBON00736,Quick-DNA Fecal/soil,,4951025,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,19.65,,2122.2,,,DBQ_AAJPOSTA_2_H3KVNDRX5.UDI305-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_23,EMOBON_Koster_VH3_Ha_210608_220609_MF500_(1),DBQ_AAMO,EMOBON00736,Quick-DNA Fecal/soil,,4602205,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,19.65,,2122.2,,,DBQ_AAMOOSTA_1_H3L7NDRX5.UDI374-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_24,EMOBON_Koster_VH3_Ha_210608_220609_MF500_(2),DBQ_AAJQ,EMOBON00737,Quick-DNA Fecal/soil,,5952388,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,12.03,,1299.2,,,DBQ_AAJQOSTA_2_H3KVNDRX5.UDI317-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_24,EMOBON_Koster_VH3_Ha_210608_220609_MF500_(2),DBQ_AAMP,EMOBON00737,Quick-DNA Fecal/soil,,5468416,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,12.03,,1299.2,,,DBQ_AAMPOSTA_1_H3L7NDRX5.UDI291-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_27,EMOBON_Koster_VH3_Ha_210608_220609_(blank),DBQ_AAUR,EMOBON00738,Quick-DNA Fecal/soil,,3062553,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.228,,20.5,,,DBQ_AAUROSTA_1_H3L7NDRX5.UDI375-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Koster_Ha_27,EMOBON_Koster_VH3_Ha_210608_220609_(blank),DBQ_AAQU,EMOBON00738,Quick-DNA Fecal/soil,,1651570,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.228,,20.5,,,DBQ_AAQUOSTA_1_H3KVNDRX5.UDI290-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_GURR_Ha_1,ARMS_GALWAY_GURR1_210720-220906_SF40_A,DBQ_AAJR,EMOBON00739,Quick-DNA Fecal/soil,,6602075,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.374,,40.4,,,DBQ_AAJROSTA_2_H3KVNDRX5.UDI329-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_GURR_Ha_1,ARMS_GALWAY_GURR1_210720-220906_SF40_A,DBQ_AAMQ,EMOBON00739,Quick-DNA Fecal/soil,,5439501,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.374,,40.4,,,DBQ_AAMQOSTA_1_H3KVNDRX5.UDI361-BID05,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_GURR_Ha_2,ARMS_GALWAY_GURR1_210720-220906_MF100_A,DBQ_AAJS,EMOBON00740,Quick-DNA Fecal/soil,,1854518,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.1,,3034.8,,,DBQ_AAJSOSTA_2_H5FGYDRX5.UDI340-BID08,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_GURR_Ha_2,ARMS_GALWAY_GURR1_210720-220906_MF100_A,DBQ_AAMR,EMOBON00740,Quick-DNA Fecal/soil,,2706710,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.1,,3034.8,,,DBQ_AAMROSTA_1_H3KVNDRX5.UDI314-BID08,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
