old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
NR_2 - 03/01/22_MF100_rep2,EMOBON00570,DBN_AAAR,ERS29756484,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216961,EMOBON_IUIEilat_Ha_10
NR_2 - 03/01/22_MF500_rep1,EMOBON00571,DBN_AAAS,ERS29756485,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216962,EMOBON_IUIEilat_Ha_11
NR_2 - 03/01/22_MF500_rep2,EMOBON00572,DBN_AAAT,ERS29756486,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216963,EMOBON_IUIEilat_Ha_12
NR_3 - 05/01/22_SF_rep1,EMOBON00573,DBN_AAAU,ERS29756487,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216964,EMOBON_IUIEilat_Ha_13
NR_3 - 05/01/22_SF_rep1,EMOBON00573,DBN_AAAU,ERS29756488,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216965,EMOBON_IUIEilat_Ha_13
NR_3 - 05/01/22_SF_rep2,EMOBON00574,DBN_AAAV,ERS29756489,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216966,EMOBON_IUIEilat_Ha_14
NR_3 - 05/01/22_MF100_rep1,EMOBON00575,DBN_AAAW,ERS29756490,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216967,EMOBON_IUIEilat_Ha_15
NR_3 - 05/01/22_MF100_rep2,EMOBON00576,DBN_AAAX,ERS29756491,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216968,EMOBON_IUIEilat_Ha_16
NR_3 - 05/01/22_MF500_rep1,EMOBON00577,DBN_AAAY,ERS29756492,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216969,EMOBON_IUIEilat_Ha_17
NR_3 - 05/01/22_MF500_rep2,EMOBON00578,DBN_AAAZ,ERS29756493,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216970,EMOBON_IUIEilat_Ha_18
Katza_1- 13/03/22_SF_rep1,EMOBON00579,DBN_AABA,ERS29756494,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216971,EMOBON_IUIEilat_Ha_19
Katza_1- 13/03/22_SF_rep2,EMOBON00580,DBN_AABB,ERS29756495,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216972,EMOBON_IUIEilat_Ha_20
Katza_1- 13/03/22_MF100_rep1,EMOBON00581,DBN_AABC,ERS29756496,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216973,EMOBON_IUIEilat_Ha_21
Katza_1- 13/03/22_MF100_rep2,EMOBON00582,DBN_AABD,ERS29756497,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216974,EMOBON_IUIEilat_Ha_22
Katza_1- 13/03/22_MF500_rep1,EMOBON00583,DBN_AABE,ERS29756498,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216975,EMOBON_IUIEilat_Ha_23
Katza_1- 13/03/22_MF500_rep2,EMOBON00584,DBN_AABF,ERS29756499,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216976,EMOBON_IUIEilat_Ha_24
Katza_2- 22/03/22_SF_rep1,EMOBON00585,DBN_AABG,ERS29756500,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216977,EMOBON_IUIEilat_Ha_25
Katza_2- 22/03/22_SF_rep2,EMOBON00586,DBN_AABH,ERS29756501,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216978,EMOBON_IUIEilat_Ha_26
Katza_2- 22/03/22_MF100_rep2,EMOBON00588,DBN_AABJ,ERS29756502,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216979,EMOBON_IUIEilat_Ha_28
Katza_2- 22/03/22_MF500_rep2,EMOBON00590,DBN_AABL,ERS29756503,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216980,EMOBON_IUIEilat_Ha_30
Katza_3- 25/03/22_SF_rep1,EMOBON00591,DBN_AABM,ERS29756504,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216981,EMOBON_IUIEilat_Ha_31
Katza_3- 25/03/22_SF_rep2,EMOBON00592,DBN_AABN,ERS29756505,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216982,EMOBON_IUIEilat_Ha_32
Katza_3- 25/03/22_MF100_rep1,EMOBON00593,DBN_AABO,ERS29756506,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216983,EMOBON_IUIEilat_Ha_33
Katza_3- 25/03/22_MF100_rep2,EMOBON00594,DBN_AABP,ERS29756507,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216984,EMOBON_IUIEilat_Ha_34
Katza_3- 25/03/22_MF500_rep1,EMOBON00595,DBN_AABQ,ERS29756508,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216985,EMOBON_IUIEilat_Ha_35
EMO BON CPOWERB HA 20210623 20220622 SF40 (3),EMOBON00602,DBN_AABU,ERS29756509,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216986,EMOBON_BPNS_Ha_10
EMO BON CPOWERC HA 20210623 20220622 SF40 (1),EMOBON00603,DBN_AABV,ERS29756510,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216987,EMOBON_BPNS_Ha_11
EMO BON CPOWERC HA 20210623 20220622 SF40 (3),EMOBON00605,DBN_AABX,ERS29756511,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216988,EMOBON_BPNS_Ha_17
EMO BON CPOWERB HA 20210623 20220622 MF500 (1),EMOBON00606,DBN_AABY,ERS29756512,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216989,EMOBON_BPNS_Ha_12
EMO BON CPOWERB HA 20210623 20220622 MF100 (1),EMOBON00608,DBN_AACA,ERS29756513,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216990,EMOBON_BPNS_Ha_14
EMO BON CPOWERB HA 20210623 20220622 MF100 (2),EMOBON00609,DBN_AACB,ERS29756514,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216991,EMOBON_BPNS_Ha_15
EMO BON CPOWERC HA 20210623 20220622 MF500 (1),EMOBON00610,DBN_AACC,ERS29756515,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216992,EMOBON_BPNS_Ha_18
EMO BON CPOWERC HA 20210623 20220622 MF500 (2),EMOBON00611,DBN_AACD,ERS29756516,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216993,EMOBON_BPNS_Ha_19
EMO BON CPOWERC HA 20210623 20220622 MF100 (1),EMOBON00612,DBN_AACE,ERS29756517,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216994,EMOBON_BPNS_Ha_20
EMO BON CPOWERC HA 20210623 20220622 MF100 (2),EMOBON00613,DBN_AACF,ERS29756518,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216995,EMOBON_BPNS_Ha_21
EMO BON Toralla JTA ARMS 210701 211009 SF (1),EMOBON00618,DBN_AACG,ERS29756519,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216996,EMOBON_EMT21_Ha_1
EMO BON Toralla JTA ARMS 210701 211009 SF (2),EMOBON00619,DBN_AACH,ERS29756520,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216997,EMOBON_EMT21_Ha_2
EMO BON Toralla JTA ARMS 210701 211009 SF (3),EMOBON00620,DBN_AACI,ERS29756521,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216998,EMOBON_EMT21_Ha_3
EMO BON Toralla JTB ARMS 210701 211009 SF (1),EMOBON00621,DBN_AACJ,ERS29756522,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216999,EMOBON_EMT21_Ha_4
EMO BON Toralla JTB ARMS 210701 211009 SF (2),EMOBON00622,DBN_AACK,ERS29756523,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217000,EMOBON_EMT21_Ha_5
EMO BON Toralla JTC ARMS 210701 211009 SF (1),EMOBON00623,DBN_AACL,ERS29756524,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217001,EMOBON_EMT21_Ha_6
EMO BON Toralla JTC ARMS 210701 211009 SF (2),EMOBON00624,DBN_AACM,ERS29756525,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217002,EMOBON_EMT21_Ha_7
EMO BON Toralla JTA ARMS 210701 211009 MF500 (1),EMOBON00625,DBN_AACN,ERS29756526,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217003,EMOBON_EMT21_Ha_8
EMO BON Toralla JTA ARMS 210701 211009 MF500 (1),EMOBON00625,DBN_AACN,ERS29756527,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217004,EMOBON_EMT21_Ha_8
EMO BON Toralla JTA ARMS 210701 211009 MF100 (1),EMOBON00626,DBN_AACO,ERS29756528,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217005,EMOBON_EMT21_Ha_9
EMO BON Toralla JTB ARMS 210701 211009 MF500 (1),EMOBON00627,DBN_AACP,ERS29756529,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217006,EMOBON_EMT21_Ha_10
EMO BON Toralla JTB ARMS 210701 211009 MF100 (1),EMOBON00628,DBN_AACQ,ERS29756530,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217007,EMOBON_EMT21_Ha_11
EMO BON Toralla JTC ARMS 210701 211009 MF500 (1),EMOBON00629,DBN_AACR,ERS29756531,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217008,EMOBON_EMT21_Ha_12
EMO BON Toralla JTC ARMS 210701 211009 MF100 (1),EMOBON00630,DBN_AACS,ERS29756532,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217009,EMOBON_EMT21_Ha_13
ARMS_VEN1_20210623-20220713_SF40_A,EMOBON00631,DBN_AACT,ERS29756533,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217010,EMOBON_Italy_Ha_1
ARMS_VEN1_20210623-20220713_MF100_A,EMOBON00632,DBN_AACU,ERS29756534,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217011,EMOBON_Italy_Ha_2
ARMS_VEN1_20210623-20220713_MF500_A,EMOBON00633,DBN_AACV,ERS29756535,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217012,EMOBON_Italy_Ha_3
ARMS_VEN2_20210623-20220713_SF40_A,EMOBON00634,DBN_AACW,ERS29756536,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217013,EMOBON_Italy_Ha_4
ARMS_VEN2_20210623-20220713_MF100_A,EMOBON00635,DBN_AACX,ERS29756537,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217014,EMOBON_Italy_Ha_5
ARMS_VEN2_20210623-20220713_MF500_A,EMOBON00636,DBN_AACY,ERS29756538,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217015,EMOBON_Italy_Ha_6
ARMS_VEN3_20210623-20220713_SF40_A,EMOBON00637,DBN_AACZ,ERS29756539,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217016,EMOBON_Italy_Ha_7
ARMS_VEN3_20210623-20220713_MF100_A,EMOBON00638,DBN_AADA,ERS29756540,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217017,EMOBON_Italy_Ha_8
ARMS_VEN3_20210623-20220713_MF500_A,EMOBON00639,DBN_AADB,ERS29756541,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217018,EMOBON_Italy_Ha_9
ARMS_RAVH1_20220428-20220718_SF40_A,EMOBON00640,DBN_AADC,ERS29756542,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217019,EMOBON_Italy_Ha_10
ARMS_RAVH1_20220428-20220718_MF100_A,EMOBON00641,DBN_AADD,ERS29756543,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217020,EMOBON_Italy_Ha_11
ARMS_RAVH1_20220428-20220718_MF500_A,EMOBON00642,DBN_AADE,ERS29756544,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217021,EMOBON_Italy_Ha_12
ARMS_RAVH2_20220428-20220718_SF40_A,EMOBON00643,DBN_AADF,ERS29756545,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217022,EMOBON_Italy_Ha_13
ARMS_RAVH2_20220428-20220718_SF40_A,EMOBON00643,DBN_AADF,ERS29756546,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217023,EMOBON_Italy_Ha_13
ARMS_RAVH2_20220428-20220718_MF100_A,EMOBON00644,DBN_AADG,ERS29756547,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217024,EMOBON_Italy_Ha_14
ARMS_RAVH2_20220428-20220718_MF500_A,EMOBON00645,DBN_AADH,ERS29756548,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217025,EMOBON_Italy_Ha_15
ARMS_RAVH3_20220428-20220718_SF40_A,EMOBON00646,DBN_AADI,ERS29756549,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217026,EMOBON_Italy_Ha_16
ARMS_RAVH3_20220428-20220718_MF100_A,EMOBON00647,DBN_AADJ,ERS29756550,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217027,EMOBON_Italy_Ha_17
ARMS_RAVH3_20220428-20220718_MF500_A,EMOBON00648,DBN_AADK,ERS29756551,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217028,EMOBON_Italy_Ha_18
ARMS_RAVM1_20220428-20220718_SF40_A,EMOBON00649,DBN_AADL,ERS29756552,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217029,EMOBON_Italy_Ha_19
ARMS_RAVM1_20220428-20220718_MF100_A,EMOBON00650,DBN_AADM,ERS29756553,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217030,EMOBON_Italy_Ha_20
ARMS_RAVM1_20220428-20220718_MF500_A,EMOBON00651,DBN_AADN,ERS29756554,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217031,EMOBON_Italy_Ha_21
ARMS_RAVM2_20220428-20220718_SF40_A,EMOBON00652,DBN_AADO,ERS29756555,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217032,EMOBON_Italy_Ha_22
ARMS_RAVM2_20220428-20220718_MF100_A,EMOBON00653,DBN_AADP,ERS29756556,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217033,EMOBON_Italy_Ha_23
ARMS_RAVM2_20220428-20220718_MF500_A,EMOBON00654,DBN_AADQ,ERS29756557,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217034,EMOBON_Italy_Ha_24
ARMS_RAVM3_20220428-20220718_SF40_A,EMOBON00655,DBN_AADR,ERS29756558,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217035,EMOBON_Italy_Ha_25
ARMS_RAVM3_20220428-20220718_MF100_A,EMOBON00656,DBN_AADS,ERS29756559,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217036,EMOBON_Italy_Ha_26
ARMS_RAVM3_20220428-20220718_MF500_A,EMOBON00657,DBN_AADT,ERS29756560,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122217037,EMOBON_Italy_Ha_27
Roscoff_BasBIo_S1_200529-210518_MF100,EMOBON00661,DBN_AADU,ERS29756561,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217038,EMOBON_Roskogo_Ha_1
Roscoff_BasBIo_S1_200529-210518_MF500,EMOBON00662,DBN_AADV,ERS29756562,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217039,EMOBON_Roskogo_Ha_2
Roscoff_BasBIo_S1_200529-210518_SFA,EMOBON00663,DBN_AADW,ERS29756563,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217040,EMOBON_Roskogo_Ha_3
Roscoff_BasBIo_S2_200529-210519_MF100,EMOBON00664,DBN_AADX,ERS29756564,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217041,EMOBON_Roskogo_Ha_4
Roscoff_BasBIo_S2_200529-210519_MF500,EMOBON00665,DBN_AADY,ERS29756565,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217042,EMOBON_Roskogo_Ha_5
Roscoff_BasBIo_S2_200529-210519_SFA,EMOBON00666,DBN_AADZ,ERS29756566,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217043,EMOBON_Roskogo_Ha_6
Roscoff_BasBIo_S3_200529-210519_MF100,EMOBON00667,DBN_AAEA,ERS29756567,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217044,EMOBON_Roskogo_Ha_7
Roscoff_BasBIo_S3_200529-210519_MF500,EMOBON00668,DBN_AAEB,ERS29756568,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217045,EMOBON_Roskogo_Ha_8
Roscoff_BasBIo_S3_200529-210519_SFA,EMOBON00669,DBN_AAEC,ERS29756569,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217046,EMOBON_Roskogo_Ha_9
Roscoff_MarBIo_S1_210621-211011_MF100,EMOBON00670,DBN_AAED,ERS29756570,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217047,EMOBON_Roskogo_Ha_10
Roscoff_MarBIo_S1_210621-211011_MF500,EMOBON00671,DBN_AAEE,ERS29756571,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217048,EMOBON_Roskogo_Ha_11
Roscoff_MarBIo_S1_210621-211011_SFA,EMOBON00672,DBN_AAEF,ERS29756572,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217049,EMOBON_Roskogo_Ha_12
Roscoff_MarBIo_S1_210621-211011_SFA,EMOBON00672,DBN_AAEF,ERS29756573,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217050,EMOBON_Roskogo_Ha_12
Roscoff_MarBIo_S2_210621-211012_MF100,EMOBON00673,DBN_AAEG,ERS29756574,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217051,EMOBON_Roskogo_Ha_13
Roscoff_MarBIo_S2_210621-211012_MF500,EMOBON00674,DBN_AAEH,ERS29756575,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217052,EMOBON_Roskogo_Ha_14
Roscoff_MarBIo_S2_210621-211012_SFA,EMOBON00675,DBN_AAEI,ERS29756576,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217053,EMOBON_Roskogo_Ha_15
Roscoff_MarBIo_S3_210621-211013_MF100,EMOBON00676,DBN_AAEJ,ERS29756577,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217054,EMOBON_Roskogo_Ha_16
Roscoff_MarBIo_S3_210621-211013_MF500,EMOBON00677,DBN_AAEK,ERS29756578,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217055,EMOBON_Roskogo_Ha_17
Roscoff_MarBIo_S3_210621-211013_SFA,EMOBON00678,DBN_AAEL,ERS29756579,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217056,EMOBON_Roskogo_Ha_18
Roscoff_BasBIo_S1_20210519-20220509_MF100,EMOBON00679,DBN_AAEM,ERS29756580,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217057,EMOBON_Roskogo_Ha_19
Roscoff_BasBIo_S1_20210519-20220509_MF500,EMOBON00680,DBN_AAEN,ERS29756581,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217058,EMOBON_Roskogo_Ha_20
Roscoff_BasBIo_S1_20210519-20220509_SFA,EMOBON00681,DBN_AAEO,ERS29756582,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217059,EMOBON_Roskogo_Ha_21
Roscoff_BasBIo_S2_20210519-20220512_MF100,EMOBON00682,DBN_AAEP,ERS29756583,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217060,EMOBON_Roskogo_Ha_22
Roscoff_BasBIo_S2_20210519-20220512_MF500,EMOBON00683,DBN_AAEQ,ERS29756584,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217061,EMOBON_Roskogo_Ha_23
Roscoff_BasBIo_S2_20210519-20220512_SFA,EMOBON00684,DBN_AAER,ERS29756585,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217062,EMOBON_Roskogo_Ha_24
Roscoff_BasBIo_S3_20210519-20220512_MF100,EMOBON00685,DBN_AAES,ERS29756586,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217063,EMOBON_Roskogo_Ha_25
Roscoff_BasBIo_S3_20210519-20220512_MF500,EMOBON00686,DBN_AAET,ERS29756587,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217064,EMOBON_Roskogo_Ha_26
Roscoff_BasBIo_S3_20210519-20220512_SFA,EMOBON00687,DBN_AAEU,ERS29756588,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217065,EMOBON_Roskogo_Ha_27
Roscoff_MarBIo_S1_220607-220907_MF500,EMOBON00688,DBN_AAEV,ERS29756589,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217066,EMOBON_Roskogo_Ha_29
Roscoff_MarBIo_S1_220607-220907_SFA,EMOBON00689,DBN_AAEW,ERS29756590,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217067,EMOBON_Roskogo_Ha_30
Roscoff_MarBIo_S2_220607-220907_MF100,EMOBON00690,DBN_AAEX,ERS29756591,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217068,EMOBON_Roskogo_Ha_31
Roscoff_MarBIo_S2_220607-220907_MF500,EMOBON00691,DBN_AAEY,ERS29756592,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217069,EMOBON_Roskogo_Ha_32
Roscoff_MarBIo_S2_220607-220907_SFA,EMOBON00692,DBN_AAEZ,ERS29756593,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217070,EMOBON_Roskogo_Ha_33
Roscoff_MarBIo_S3_220607-220907_MF100,EMOBON00693,DBN_AAFA,ERS29756594,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217071,EMOBON_Roskogo_Ha_34
Roscoff_MarBIo_S3_220607-220907_MF500,EMOBON00694,DBN_AAFB,ERS29756595,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217072,EMOBON_Roskogo_Ha_35
Roscoff_MarBIo_S3_220607-220907_SFA,EMOBON00695,DBN_AAFC,ERS29756596,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122217073,EMOBON_Roskogo_Ha_36
EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,EMOBON00696,DBN_AAFD,ERS29756597,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217074,EMOBON_PiEGetxo_Ha_1
EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,EMOBON00696,DBN_AAFD,ERS29756598,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217075,EMOBON_PiEGetxo_Ha_1
EMO BON PiEGetxo Ha 210729-211124 MF 01 1.1,EMOBON00697,DBN_AAFE,ERS29756599,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217076,EMOBON_PiEGetxo_Ha_2
EMO BON PiEGetxo Ha 210729-211124 SF 1.1 ,EMOBON00698,DBN_AAFF,ERS29756600,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217077,EMOBON_PiEGetxo_Ha_3
EMO BON PiEGetxo Ha 210729-211124 MF 05 1.2,EMOBON00699,DBN_AAFG,ERS29756601,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217078,EMOBON_PiEGetxo_Ha_4
EMO BON PiEGetxo Ha 210729-211124 MF 01 1.2,EMOBON00700,DBN_AAFH,ERS29756602,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217079,EMOBON_PiEGetxo_Ha_5
EMO BON PiEGetxo Ha 210729-211124 SF 1.2,EMOBON00701,DBN_AAFI,ERS29756603,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217080,EMOBON_PiEGetxo_Ha_6
EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.1,EMOBON00702,DBN_AAFJ,ERS29756604,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217081,EMOBON_PiEGetxo_Ha_7
EMO BON PiEGetxo Ha 210729-211124 MF 01 2.1,EMOBON00703,DBN_AAFK,ERS29756605,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217082,EMOBON_PiEGetxo_Ha_8
EMO BON PiEGetxo Ha 210729-211124 SF 2.1,EMOBON00704,DBN_AAFL,ERS29756606,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217083,EMOBON_PiEGetxo_Ha_9
EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.2,EMOBON00705,DBN_AAFM,ERS29756607,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217084,EMOBON_PiEGetxo_Ha_10
EMO BON PiEGetxo Ha 210729-211124 MF 01 2.2 ,EMOBON00706,DBN_AAFN,ERS29756608,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217085,EMOBON_PiEGetxo_Ha_11
EMO BON PiEGetxo Ha 210729-211124 SF 2.2,EMOBON00707,DBN_AAFO,ERS29756609,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122217086,EMOBON_PiEGetxo_Ha_12
